"Date","Price","Open","High","Low","Vol.","Change %"
"05-10-2017","4,952.85","4,952.85","4,952.85","4,952.85","","0.58%"
"04-10-2017","4,924.19","4,924.19","4,924.19","4,924.19","","0.13%"
"03-10-2017","4,917.73","4,917.73","4,917.73","4,917.73","","0.22%"
"02-10-2017","4,906.92","4,906.92","4,906.92","4,906.92","","0.39%"
"29-09-2017","4,887.97","4,887.97","4,887.97","4,887.97","","0.37%"
"28-09-2017","4,869.81","4,869.81","4,869.81","4,869.81","","0.14%"
"27-09-2017","4,862.93","4,862.93","4,862.93","4,862.93","","0.41%"
"26-09-2017","4,843.14","4,843.14","4,843.14","4,843.14","","0.02%"
"25-09-2017","4,842.41","4,842.41","4,842.41","4,842.41","","-0.22%"
"22-09-2017","4,853.20","4,853.20","4,853.20","4,853.20","","0.07%"
"21-09-2017","4,849.95","4,849.95","4,849.95","4,849.95","","-0.30%"
"20-09-2017","4,864.61","4,864.61","4,864.61","4,864.61","","0.06%"
"19-09-2017","4,861.52","4,861.52","4,861.52","4,861.52","","0.11%"
"18-09-2017","4,856.08","4,856.08","4,856.08","4,856.08","","0.15%"
"15-09-2017","4,848.84","4,848.84","4,848.84","4,848.84","","0.20%"
"14-09-2017","4,839.29","4,839.29","4,839.29","4,839.29","","-0.08%"
"13-09-2017","4,843.04","4,843.04","4,843.04","4,843.04","","0.08%"
"12-09-2017","4,839.31","4,839.31","4,839.31","4,839.31","","0.34%"
"11-09-2017","4,822.80","4,822.80","4,822.80","4,822.80","","1.09%"
"08-09-2017","4,771.02","4,771.02","4,771.02","4,771.02","","-0.14%"
"07-09-2017","4,777.93","4,777.93","4,777.93","4,777.93","","0.01%"
"06-09-2017","4,777.69","4,777.69","4,777.69","4,777.69","","0.31%"
"05-09-2017","4,762.75","4,762.75","4,762.75","4,762.75","","-0.76%"
"01-09-2017","4,798.99","4,798.99","4,798.99","4,798.99","","0.20%"
"31-08-2017","4,789.18","4,789.18","4,789.18","4,789.18","","0.58%"
"30-08-2017","4,761.72","4,761.72","4,761.72","4,761.72","","0.49%"
"29-08-2017","4,738.62","4,738.62","4,738.62","4,738.62","","0.10%"
"28-08-2017","4,733.97","4,733.97","4,733.97","4,733.97","","0.05%"
"25-08-2017","4,731.46","4,731.46","4,731.46","4,731.46","","0.18%"
"24-08-2017","4,723.03","4,723.03","4,723.03","4,723.03","","-0.21%"
"23-08-2017","4,732.76","4,732.76","4,732.76","4,732.76","","-0.34%"
"22-08-2017","4,748.73","4,748.73","4,748.73","4,748.73","","1.00%"
"21-08-2017","4,701.82","4,701.82","4,701.82","4,701.82","","0.12%"
"18-08-2017","4,696.22","4,696.22","4,696.22","4,696.22","","-0.18%"
"17-08-2017","4,704.73","4,704.73","4,704.73","4,704.73","","-1.54%"
"16-08-2017","4,778.28","4,778.28","4,778.28","4,778.28","","0.17%"
"15-08-2017","4,770.15","4,770.15","4,770.15","4,770.15","","-0.03%"
"14-08-2017","4,771.43","4,771.43","4,771.43","4,771.43","","1.01%"
"11-08-2017","4,723.73","4,723.73","4,723.73","4,723.73","","0.13%"
"10-08-2017","4,717.40","4,717.40","4,717.40","4,717.40","","-1.41%"
"09-08-2017","4,784.94","4,784.94","4,784.94","4,784.94","","-0.02%"
"08-08-2017","4,786.12","4,786.12","4,786.12","4,786.12","","-0.23%"
"07-08-2017","4,797.13","4,797.13","4,797.13","4,797.13","","0.17%"
"04-08-2017","4,789.11","4,789.11","4,789.11","4,789.11","","0.19%"
"03-08-2017","4,779.99","4,779.99","4,779.99","4,779.99","","-0.20%"
"02-08-2017","4,789.54","4,789.54","4,789.54","4,789.54","","0.07%"
"01-08-2017","4,786.27","4,786.27","4,786.27","4,786.27","","0.25%"
"31-07-2017","4,774.56","4,774.56","4,774.56","4,774.56","","-0.07%"
"28-07-2017","4,778.02","4,778.02","4,778.02","4,778.02","","-0.13%"
"27-07-2017","4,784.26","4,784.26","4,784.26","4,784.26","","-0.09%"
"26-07-2017","4,788.41","4,788.41","4,788.41","4,788.41","","0.03%"
"25-07-2017","4,787.04","4,787.04","4,787.04","4,787.04","","0.29%"
"24-07-2017","4,773.10","4,773.10","4,773.10","4,773.10","","-0.10%"
"21-07-2017","4,778.07","4,778.07","4,778.07","4,778.07","","-0.04%"
"20-07-2017","4,779.84","4,779.84","4,779.84","4,779.84","","-0.01%"
"19-07-2017","4,780.25","4,780.25","4,780.25","4,780.25","","0.55%"
"18-07-2017","4,754.27","4,754.27","4,754.27","4,754.27","","0.06%"
"17-07-2017","4,751.33","4,751.33","4,751.33","4,751.33","","0.00%"
"14-07-2017","4,751.43","4,751.43","4,751.43","4,751.43","","0.47%"
"13-07-2017","4,729.25","4,729.25","4,729.25","4,729.25","","0.19%"
"12-07-2017","4,720.28","4,720.28","4,720.28","4,720.28","","0.74%"
"11-07-2017","4,685.64","4,685.64","4,685.64","4,685.64","","-0.08%"
"10-07-2017","4,689.25","4,689.25","4,689.25","4,689.25","","0.09%"
"07-07-2017","4,684.88","4,684.88","4,684.88","4,684.88","","0.64%"
"06-07-2017","4,655.02","4,655.02","4,655.02","4,655.02","","-0.90%"
"05-07-2017","4,697.34","4,697.34","4,697.34","4,697.34","","0.16%"
"03-07-2017","4,689.61","4,689.61","4,689.61","4,689.61","","0.24%"
"30-06-2017","4,678.36","4,678.36","4,678.36","4,678.36","","0.16%"
"29-06-2017","4,670.96","4,670.96","4,670.96","4,670.96","","-0.86%"
"28-06-2017","4,711.33","4,711.33","4,711.33","4,711.33","","0.90%"
"27-06-2017","4,669.27","4,669.27","4,669.27","4,669.27","","-0.81%"
"26-06-2017","4,707.27","4,707.27","4,707.27","4,707.27","","0.03%"
"23-06-2017","4,705.73","4,705.73","4,705.73","4,705.73","","0.16%"
"22-06-2017","4,698.40","4,698.40","4,698.40","4,698.40","","-0.04%"
"21-06-2017","4,700.50","4,700.50","4,700.50","4,700.50","","-0.05%"
"20-06-2017","4,702.82","4,702.82","4,702.82","4,702.82","","-0.67%"
"19-06-2017","4,734.48","4,734.48","4,734.48","4,734.48","","0.84%"
"16-06-2017","4,695.23","4,695.23","4,695.23","4,695.23","","0.03%"
"15-06-2017","4,693.86","4,693.86","4,693.86","4,693.86","","-0.21%"
"14-06-2017","4,703.53","4,703.53","4,703.53","4,703.53","","-0.09%"
"13-06-2017","4,707.88","4,707.88","4,707.88","4,707.88","","0.48%"
"12-06-2017","4,685.54","4,685.54","4,685.54","4,685.54","","-0.09%"
"09-06-2017","4,689.79","4,689.79","4,689.79","4,689.79","","-0.08%"
"08-06-2017","4,693.67","4,693.67","4,693.67","4,693.67","","0.03%"
"07-06-2017","4,692.29","4,692.29","4,692.29","4,692.29","","0.18%"
"06-06-2017","4,683.96","4,683.96","4,683.96","4,683.96","","-0.28%"
"05-06-2017","4,697.00","4,697.00","4,697.00","4,697.00","","-0.12%"
"02-06-2017","4,702.56","4,702.56","4,702.56","4,702.56","","0.37%"
"01-06-2017","4,685.11","4,685.11","4,685.11","4,685.11","","0.77%"
"31-05-2017","4,649.34","4,649.34","4,649.34","4,649.34","","-0.03%"
"30-05-2017","4,650.76","4,650.76","4,650.76","4,650.76","","-0.11%"
"26-05-2017","4,655.65","4,655.65","4,655.65","4,655.65","","0.04%"
"25-05-2017","4,653.59","4,653.59","4,653.59","4,653.59","","0.46%"
"24-05-2017","4,632.37","4,632.37","4,632.37","4,632.37","","0.25%"
"23-05-2017","4,620.70","4,620.70","4,620.70","4,620.70","","0.19%"
"22-05-2017","4,612.12","4,612.12","4,612.12","4,612.12","","0.52%"
"19-05-2017","4,588.35","4,588.35","4,588.35","4,588.35","","0.68%"
"18-05-2017","4,557.41","4,557.41","4,557.41","4,557.41","","0.37%"
"17-05-2017","4,540.58","4,540.58","4,540.58","4,540.58","","-1.79%"
"16-05-2017","4,623.26","4,623.26","4,623.26","4,623.26","","-0.05%"
"15-05-2017","4,625.52","4,625.52","4,625.52","4,625.52","","0.49%"
"12-05-2017","4,602.96","4,602.96","4,602.96","4,602.96","","-0.15%"
"11-05-2017","4,609.69","4,609.69","4,609.69","4,609.69","","-0.18%"
"10-05-2017","4,618.19","4,618.19","4,618.19","4,618.19","","0.15%"
"09-05-2017","4,611.21","4,611.21","4,611.21","4,611.21","","-0.10%"
"08-05-2017","4,615.73","4,615.73","4,615.73","4,615.73","","0.01%"
"05-05-2017","4,615.09","4,615.09","4,615.09","4,615.09","","0.41%"
"04-05-2017","4,596.24","4,596.24","4,596.24","4,596.24","","0.06%"
"03-05-2017","4,593.32","4,593.32","4,593.32","4,593.32","","-0.11%"
"02-05-2017","4,598.24","4,598.24","4,598.24","4,598.24","","0.12%"
"01-05-2017","4,592.78","4,592.78","4,592.78","4,592.78","","0.17%"
"28-04-2017","4,584.82","4,584.82","4,584.82","4,584.82","","-0.19%"
"27-04-2017","4,593.57","4,593.57","4,593.57","4,593.57","","0.07%"
"26-04-2017","4,590.56","4,590.56","4,590.56","4,590.56","","-0.05%"
"25-04-2017","4,592.74","4,592.74","4,592.74","4,592.74","","0.61%"
"24-04-2017","4,564.93","4,564.93","4,564.93","4,564.93","","1.09%"
"21-04-2017","4,515.90","4,515.90","4,515.90","4,515.90","","-0.30%"
"20-04-2017","4,529.65","4,529.65","4,529.65","4,529.65","","0.76%"
"19-04-2017","4,495.56","4,495.56","4,495.56","4,495.56","","-0.16%"
"18-04-2017","4,502.66","4,502.66","4,502.66","4,502.66","","-0.29%"
"17-04-2017","4,515.65","4,515.65","4,515.65","4,515.65","","0.86%"
"13-04-2017","4,477.07","4,477.07","4,477.07","4,477.07","","-0.68%"
"12-04-2017","4,507.76","4,507.76","4,507.76","4,507.76","","-0.37%"
"11-04-2017","4,524.71","4,524.71","4,524.71","4,524.71","","-0.13%"
"10-04-2017","4,530.57","4,530.57","4,530.57","4,530.57","","0.07%"
"07-04-2017","4,527.20","4,527.20","4,527.20","4,527.20","","-0.08%"
"06-04-2017","4,530.93","4,530.93","4,530.93","4,530.93","","0.22%"
"05-04-2017","4,520.86","4,520.86","4,520.86","4,520.86","","-0.30%"
"04-04-2017","4,534.25","4,534.25","4,534.25","4,534.25","","0.07%"
"03-04-2017","4,530.98","4,530.98","4,530.98","4,530.98","","-0.16%"
"31-03-2017","4,538.21","4,538.21","4,538.21","4,538.21","","-0.23%"
"30-03-2017","4,548.46","4,548.46","4,548.46","4,548.46","","0.30%"
"29-03-2017","4,535.01","4,535.01","4,535.01","4,535.01","","0.13%"
"28-03-2017","4,529.17","4,529.17","4,529.17","4,529.17","","0.73%"
"27-03-2017","4,496.53","4,496.53","4,496.53","4,496.53","","-0.10%"
"24-03-2017","4,501.11","4,501.11","4,501.11","4,501.11","","-0.08%"
"23-03-2017","4,504.92","4,504.92","4,504.92","4,504.92","","-0.10%"
"22-03-2017","4,509.65","4,509.65","4,509.65","4,509.65","","0.19%"
"21-03-2017","4,500.98","4,500.98","4,500.98","4,500.98","","-1.23%"
"20-03-2017","4,557.12","4,557.12","4,557.12","4,557.12","","-0.20%"
"17-03-2017","4,566.17","4,566.17","4,566.17","4,566.17","","-0.13%"
"16-03-2017","4,572.16","4,572.16","4,572.16","4,572.16","","-0.16%"
"15-03-2017","4,579.44","4,579.44","4,579.44","4,579.44","","0.84%"
"14-03-2017","4,541.26","4,541.26","4,541.26","4,541.26","","-0.33%"
"13-03-2017","4,556.44","4,556.44","4,556.44","4,556.44","","0.07%"
"10-03-2017","4,553.28","4,553.28","4,553.28","4,553.28","","0.33%"
"09-03-2017","4,538.36","4,538.36","4,538.36","4,538.36","","0.08%"
"08-03-2017","4,534.68","4,534.68","4,534.68","4,534.68","","-0.20%"
"07-03-2017","4,543.75","4,543.75","4,543.75","4,543.75","","-0.28%"
"06-03-2017","4,556.72","4,556.72","4,556.72","4,556.72","","-0.33%"
"03-03-2017","4,571.60","4,571.60","4,571.60","4,571.60","","0.05%"
"02-03-2017","4,569.17","4,569.17","4,569.17","4,569.17","","-0.58%"
"01-03-2017","4,595.73","4,595.73","4,595.73","4,595.73","","1.39%"
"28-02-2017","4,532.93","4,532.93","4,532.93","4,532.93","","-0.25%"
"27-02-2017","4,544.51","4,544.51","4,544.51","4,544.51","","0.12%"
"24-02-2017","4,539.25","4,539.25","4,539.25","4,539.25","","0.17%"
"23-02-2017","4,531.39","4,531.39","4,531.39","4,531.39","","0.05%"
"22-02-2017","4,528.97","4,528.97","4,528.97","4,528.97","","-0.10%"
"21-02-2017","4,533.46","4,533.46","4,533.46","4,533.46","","0.60%"
"17-02-2017","4,506.20","4,506.20","4,506.20","4,506.20","","0.17%"
"16-02-2017","4,498.56","4,498.56","4,498.56","4,498.56","","-0.08%"
"15-02-2017","4,501.99","4,501.99","4,501.99","4,501.99","","0.51%"
"14-02-2017","4,478.98","4,478.98","4,478.98","4,478.98","","0.43%"
"13-02-2017","4,459.83","4,459.83","4,459.83","4,459.83","","0.55%"
"10-02-2017","4,435.42","4,435.42","4,435.42","4,435.42","","0.36%"
"09-02-2017","4,419.40","4,419.40","4,419.40","4,419.40","","0.59%"
"08-02-2017","4,393.31","4,393.31","4,393.31","4,393.31","","0.10%"
"07-02-2017","4,388.87","4,388.87","4,388.87","4,388.87","","0.03%"
"06-02-2017","4,387.67","4,387.67","4,387.67","4,387.67","","-0.21%"
"03-02-2017","4,396.95","4,396.95","4,396.95","4,396.95","","0.74%"
"02-02-2017","4,364.85","4,364.85","4,364.85","4,364.85","","0.06%"
"01-02-2017","4,362.10","4,362.10","4,362.10","4,362.10","","0.05%"
"31-01-2017","4,359.81","4,359.81","4,359.81","4,359.81","","-0.09%"
"30-01-2017","4,363.67","4,363.67","4,363.67","4,363.67","","-0.60%"
"27-01-2017","4,389.85","4,389.85","4,389.85","4,389.85","","-0.08%"
"26-01-2017","4,393.43","4,393.43","4,393.43","4,393.43","","-0.07%"
"25-01-2017","4,396.57","4,396.57","4,396.57","4,396.57","","0.80%"
"24-01-2017","4,361.56","4,361.56","4,361.56","4,361.56","","0.66%"
"23-01-2017","4,333.10","4,333.10","4,333.10","4,333.10","","-0.27%"
"20-01-2017","4,344.67","4,344.67","4,344.67","4,344.67","","0.34%"
"19-01-2017","4,329.96","4,329.96","4,329.96","4,329.96","","-0.36%"
"18-01-2017","4,345.57","4,345.57","4,345.57","4,345.57","","0.19%"
"17-01-2017","4,337.20","4,337.20","4,337.20","4,337.20","","-0.30%"
"13-01-2017","4,350.11","4,350.11","4,350.11","4,350.11","","0.18%"
"12-01-2017","4,342.09","4,342.09","4,342.09","4,342.09","","-0.21%"
"11-01-2017","4,351.32","4,351.32","4,351.32","4,351.32","","0.29%"
"10-01-2017","4,338.64","4,338.64","4,338.64","4,338.64","","0.00%"
"09-01-2017","4,338.62","4,338.62","4,338.62","4,338.62","","-0.35%"
"06-01-2017","4,354.05","4,354.05","4,354.05","4,354.05","","0.38%"
"05-01-2017","4,337.45","4,337.45","4,337.45","4,337.45","","-0.08%"
"04-01-2017","4,340.75","4,340.75","4,340.75","4,340.75","","0.59%"
"03-01-2017","4,315.08","4,315.08","4,315.08","4,315.08","","0.85%"
"30-12-2016","4,278.66","4,278.66","4,278.66","4,278.66","","-0.46%"
"29-12-2016","4,298.39","4,298.39","4,298.39","4,298.39","","-0.02%"
"28-12-2016","4,299.46","4,299.46","4,299.46","4,299.46","","-0.82%"
"27-12-2016","4,334.93","4,334.93","4,334.93","4,334.93","","0.23%"
"23-12-2016","4,325.17","4,325.17","4,325.17","4,325.17","","0.14%"
"22-12-2016","4,319.33","4,319.33","4,319.33","4,319.33","","-0.17%"
"21-12-2016","4,326.85","4,326.85","4,326.85","4,326.85","","-0.24%"
"20-12-2016","4,337.36","4,337.36","4,337.36","4,337.36","","0.38%"
"19-12-2016","4,321.02","4,321.02","4,321.02","4,321.02","","0.20%"
"16-12-2016","4,312.40","4,312.40","4,312.40","4,312.40","","-0.17%"
"15-12-2016","4,319.84","4,319.84","4,319.84","4,319.84","","0.39%"
"14-12-2016","4,302.93","4,302.93","4,302.93","4,302.93","","-0.81%"
"13-12-2016","4,337.86","4,337.86","4,337.86","4,337.86","","0.67%"
"12-12-2016","4,308.94","4,308.94","4,308.94","4,308.94","","-0.11%"
"09-12-2016","4,313.60","4,313.60","4,313.60","4,313.60","","0.59%"
"08-12-2016","4,288.10","4,288.10","4,288.10","4,288.10","","0.23%"
"07-12-2016","4,278.44","4,278.44","4,278.44","4,278.44","","1.34%"
"06-12-2016","4,222.04","4,222.04","4,222.04","4,222.04","","0.34%"
"05-12-2016","4,207.57","4,207.57","4,207.57","4,207.57","","0.59%"
"02-12-2016","4,182.81","4,182.81","4,182.81","4,182.81","","0.04%"
"01-12-2016","4,181.15","4,181.15","4,181.15","4,181.15","","-0.35%"
"30-11-2016","4,195.73","4,195.73","4,195.73","4,195.73","","-0.24%"
"29-11-2016","4,205.99","4,205.99","4,205.99","4,205.99","","0.16%"
"28-11-2016","4,199.39","4,199.39","4,199.39","4,199.39","","-0.51%"
"25-11-2016","4,221.02","4,221.02","4,221.02","4,221.02","","0.39%"
"23-11-2016","4,204.49","4,204.49","4,204.49","4,204.49","","0.08%"
"22-11-2016","4,200.95","4,200.95","4,200.95","4,200.95","","0.22%"
"21-11-2016","4,191.68","4,191.68","4,191.68","4,191.68","","0.75%"
"18-11-2016","4,160.58","4,160.58","4,160.58","4,160.58","","-0.22%"
"17-11-2016","4,169.87","4,169.87","4,169.87","4,169.87","","0.47%"
"16-11-2016","4,150.21","4,150.21","4,150.21","4,150.21","","-0.13%"
"15-11-2016","4,155.62","4,155.62","4,155.62","4,155.62","","0.77%"
"14-11-2016","4,123.81","4,123.81","4,123.81","4,123.81","","0.00%"
"11-11-2016","4,123.69","4,123.69","4,123.69","4,123.69","","-0.14%"
"10-11-2016","4,129.46","4,129.46","4,129.46","4,129.46","","0.20%"
"09-11-2016","4,121.03","4,121.03","4,121.03","4,121.03","","1.11%"
"08-11-2016","4,075.61","4,075.61","4,075.61","4,075.61","","0.43%"
"07-11-2016","4,058.30","4,058.30","4,058.30","4,058.30","","2.22%"
"04-11-2016","3,970.02","3,970.02","3,970.02","3,970.02","","-0.16%"
"03-11-2016","3,976.56","3,976.56","3,976.56","3,976.56","","-0.41%"
"02-11-2016","3,992.76","3,992.76","3,992.76","3,992.76","","-0.64%"
"01-11-2016","4,018.47","4,018.47","4,018.47","4,018.47","","-0.68%"
"31-10-2016","4,045.89","4,045.89","4,045.89","4,045.89","","-0.01%"
"28-10-2016","4,046.36","4,046.36","4,046.36","4,046.36","","-0.31%"
"27-10-2016","4,058.75","4,058.75","4,058.75","4,058.75","","-0.29%"
"26-10-2016","4,070.76","4,070.76","4,070.76","4,070.76","","-0.17%"
"25-10-2016","4,077.80","4,077.80","4,077.80","4,077.80","","-0.38%"
"24-10-2016","4,093.22","4,093.22","4,093.22","4,093.22","","0.48%"
"21-10-2016","4,073.85","4,073.85","4,073.85","4,073.85","","-0.01%"
"20-10-2016","4,074.18","4,074.18","4,074.18","4,074.18","","-0.13%"
"19-10-2016","4,079.50","4,079.50","4,079.50","4,079.50","","0.23%"
"18-10-2016","4,069.99","4,069.99","4,069.99","4,069.99","","0.62%"
"17-10-2016","4,045.07","4,045.07","4,045.07","4,045.07","","-0.30%"
"14-10-2016","4,057.28","4,057.28","4,057.28","4,057.28","","0.02%"
"13-10-2016","4,056.45","4,056.45","4,056.45","4,056.45","","-0.31%"
"12-10-2016","4,068.92","4,068.92","4,068.92","4,068.92","","0.12%"
"11-10-2016","4,063.92","4,063.92","4,063.92","4,063.92","","-1.24%"
"10-10-2016","4,115.12","4,115.12","4,115.12","4,115.12","","0.46%"
"07-10-2016","4,096.25","4,096.25","4,096.25","4,096.25","","-0.32%"
"06-10-2016","4,109.49","4,109.49","4,109.49","4,109.49","","0.05%"
"05-10-2016","4,107.40","4,107.40","4,107.40","4,107.40","","0.47%"
"04-10-2016","4,088.17","4,088.17","4,088.17","4,088.17","","-0.49%"
"03-10-2016","4,108.13","4,108.13","4,108.13","4,108.13","","-0.31%"
"30-09-2016","4,121.06","4,121.06","4,121.06","4,121.06","","0.80%"
"29-09-2016","4,088.47","4,088.47","4,088.47","4,088.47","","-0.93%"
"28-09-2016","4,126.83","4,126.83","4,126.83","4,126.83","","0.55%"
"27-09-2016","4,104.18","4,104.18","4,104.18","4,104.18","","0.65%"
"26-09-2016","4,077.71","4,077.71","4,077.71","4,077.71","","-0.85%"
"23-09-2016","4,112.69","4,112.69","4,112.69","4,112.69","","-0.57%"
"22-09-2016","4,136.41","4,136.41","4,136.41","4,136.41","","0.65%"
"21-09-2016","4,109.63","4,109.63","4,109.63","4,109.63","","1.09%"
"20-09-2016","4,065.20","4,065.20","4,065.20","4,065.20","","0.03%"
"19-09-2016","4,063.94","4,063.94","4,063.94","4,063.94","","0.00%"
"16-09-2016","4,063.97","4,063.97","4,063.97","4,063.97","","-0.38%"
"15-09-2016","4,079.32","4,079.32","4,079.32","4,079.32","","1.03%"
"14-09-2016","4,037.83","4,037.83","4,037.83","4,037.83","","-0.05%"
"13-09-2016","4,039.92","4,039.92","4,039.92","4,039.92","","-1.45%"
"12-09-2016","4,099.47","4,099.47","4,099.47","4,099.47","","1.47%"
"09-09-2016","4,039.95","4,039.95","4,039.95","4,039.95","","-2.45%"
"08-09-2016","4,141.46","4,141.46","4,141.46","4,141.46","","-0.22%"
"07-09-2016","4,150.51","4,150.51","4,150.51","4,150.51","","0.01%"
"06-09-2016","4,150.11","4,150.11","4,150.11","4,150.11","","0.30%"
"02-09-2016","4,137.70","4,137.70","4,137.70","4,137.70","","0.43%"
"01-09-2016","4,120.17","4,120.17","4,120.17","4,120.17","","0.00%"
"31-08-2016","4,120.29","4,120.29","4,120.29","4,120.29","","-0.22%"
"30-08-2016","4,129.34","4,129.34","4,129.34","4,129.34","","-0.18%"
"29-08-2016","4,136.75","4,136.75","4,136.75","4,136.75","","0.54%"
"26-08-2016","4,114.68","4,114.68","4,114.68","4,114.68","","-0.16%"
"25-08-2016","4,121.09","4,121.09","4,121.09","4,121.09","","-0.13%"
"24-08-2016","4,126.65","4,126.65","4,126.65","4,126.65","","-0.52%"
"23-08-2016","4,148.17","4,148.17","4,148.17","4,148.17","","0.20%"
"22-08-2016","4,139.97","4,139.97","4,139.97","4,139.97","","-0.05%"
"19-08-2016","4,142.23","4,142.23","4,142.23","4,142.23","","-0.13%"
"18-08-2016","4,147.64","4,147.64","4,147.64","4,147.64","","0.22%"
"17-08-2016","4,138.42","4,138.42","4,138.42","4,138.42","","0.21%"
"16-08-2016","4,129.68","4,129.68","4,129.68","4,129.68","","-0.53%"
"15-08-2016","4,151.69","4,151.69","4,151.69","4,151.69","","0.29%"
"12-08-2016","4,139.63","4,139.63","4,139.63","4,139.63","","-0.07%"
"11-08-2016","4,142.72","4,142.72","4,142.72","4,142.72","","0.49%"
"10-08-2016","4,122.65","4,122.65","4,122.65","4,122.65","","-0.25%"
"09-08-2016","4,132.96","4,132.96","4,132.96","4,132.96","","0.04%"
"08-08-2016","4,131.19","4,131.19","4,131.19","4,131.19","","-0.08%"
"05-08-2016","4,134.56","4,134.56","4,134.56","4,134.56","","0.86%"
"04-08-2016","4,099.21","4,099.21","4,099.21","4,099.21","","0.05%"
"03-08-2016","4,097.30","4,097.30","4,097.30","4,097.30","","0.34%"
"02-08-2016","4,083.25","4,083.25","4,083.25","4,083.25","","-0.63%"
"01-08-2016","4,109.28","4,109.28","4,109.28","4,109.28","","-0.13%"
"29-07-2016","4,114.51","4,114.51","4,114.51","4,114.51","","0.16%"
"28-07-2016","4,107.75","4,107.75","4,107.75","4,107.75","","0.17%"
"27-07-2016","4,100.81","4,100.81","4,100.81","4,100.81","","-0.12%"
"26-07-2016","4,105.57","4,105.57","4,105.57","4,105.57","","0.04%"
"25-07-2016","4,104.13","4,104.13","4,104.13","4,104.13","","-0.30%"
"22-07-2016","4,116.50","4,116.50","4,116.50","4,116.50","","0.46%"
"21-07-2016","4,097.82","4,097.82","4,097.82","4,097.82","","-0.36%"
"20-07-2016","4,112.61","4,112.61","4,112.61","4,112.61","","0.44%"
"19-07-2016","4,094.61","4,094.61","4,094.61","4,094.61","","-0.14%"
"18-07-2016","4,100.40","4,100.40","4,100.40","4,100.40","","0.24%"
"15-07-2016","4,090.49","4,090.49","4,090.49","4,090.49","","-0.09%"
"14-07-2016","4,094.28","4,094.28","4,094.28","4,094.28","","0.53%"
"13-07-2016","4,072.77","4,072.77","4,072.77","4,072.77","","0.02%"
"12-07-2016","4,071.85","4,071.85","4,071.85","4,071.85","","0.70%"
"11-07-2016","4,043.49","4,043.49","4,043.49","4,043.49","","0.34%"
"08-07-2016","4,029.75","4,029.75","4,029.75","4,029.75","","1.53%"
"07-07-2016","3,969.19","3,969.19","3,969.19","3,969.19","","-0.08%"
"06-07-2016","3,972.26","3,972.26","3,972.26","3,972.26","","0.57%"
"05-07-2016","3,949.72","3,949.72","3,949.72","3,949.72","","-0.68%"
"01-07-2016","3,976.68","3,976.68","3,976.68","3,976.68","","0.21%"
"30-06-2016","3,968.21","3,968.21","3,968.21","3,968.21","","1.36%"
"29-06-2016","3,915.10","3,915.10","3,915.10","3,915.10","","1.72%"
"28-06-2016","3,849.05","3,849.05","3,849.05","3,849.05","","1.80%"
"27-06-2016","3,781.02","3,781.02","3,781.02","3,781.02","","-1.81%"
"24-06-2016","3,850.70","3,850.70","3,850.70","3,850.70","","-3.59%"
"23-06-2016","3,994.18","3,994.18","3,994.18","3,994.18","","1.34%"
"22-06-2016","3,941.45","3,941.45","3,941.45","3,941.45","","-0.16%"
"21-06-2016","3,947.94","3,947.94","3,947.94","3,947.94","","0.28%"
"20-06-2016","3,936.91","3,936.91","3,936.91","3,936.91","","0.58%"
"17-06-2016","3,914.15","3,914.15","3,914.15","3,914.15","","-0.33%"
"16-06-2016","3,926.93","3,926.93","3,926.93","3,926.93","","0.33%"
"15-06-2016","3,914.02","3,914.02","3,914.02","3,914.02","","-0.18%"
"14-06-2016","3,920.93","3,920.93","3,920.93","3,920.93","","-0.17%"
"13-06-2016","3,927.73","3,927.73","3,927.73","3,927.73","","-0.78%"
"10-06-2016","3,958.68","3,958.68","3,958.68","3,958.68","","-0.92%"
"09-06-2016","3,995.28","3,995.28","3,995.28","3,995.28","","-0.17%"
"08-06-2016","4,001.98","4,001.98","4,001.98","4,001.98","","0.35%"
"07-06-2016","3,987.96","3,987.96","3,987.96","3,987.96","","0.13%"
"06-06-2016","3,982.74","3,982.74","3,982.74","3,982.74","","0.49%"
"03-06-2016","3,963.23","3,963.23","3,963.23","3,963.23","","-0.29%"
"02-06-2016","3,974.76","3,974.76","3,974.76","3,974.76","","0.29%"
"01-06-2016","3,963.10","3,963.10","3,963.10","3,963.10","","0.13%"
"31-05-2016","3,957.95","3,957.95","3,957.95","3,957.95","","-0.09%"
"27-05-2016","3,961.67","3,961.67","3,961.67","3,961.67","","0.45%"
"26-05-2016","3,944.05","3,944.05","3,944.05","3,944.05","","-0.01%"
"25-05-2016","3,944.33","3,944.33","3,944.33","3,944.33","","0.70%"
"24-05-2016","3,916.77","3,916.77","3,916.77","3,916.77","","1.37%"
"23-05-2016","3,863.82","3,863.82","3,863.82","3,863.82","","-0.20%"
"20-05-2016","3,871.75","3,871.75","3,871.75","3,871.75","","0.62%"
"19-05-2016","3,847.97","3,847.97","3,847.97","3,847.97","","-0.37%"
"18-05-2016","3,862.25","3,862.25","3,862.25","3,862.25","","0.04%"
"17-05-2016","3,860.88","3,860.88","3,860.88","3,860.88","","-0.91%"
"16-05-2016","3,896.36","3,896.36","3,896.36","3,896.36","","0.99%"
"13-05-2016","3,858.17","3,858.17","3,858.17","3,858.17","","-0.84%"
"12-05-2016","3,890.85","3,890.85","3,890.85","3,890.85","","-0.01%"
